model,language,layer,method,D,D_source,sif_a,spearman_train,spearman_test,n_train_pairs,n_test_pairs
sentence-transformers/LaBSE,french,2,baseline_mean,0,none,0.001,0.7276140417134942,0.6914094096288261,600,410
sentence-transformers/LaBSE,french,2,sif_only,0,none,0.001,0.7724426461787973,0.7509425646933607,600,410
sentence-transformers/LaBSE,french,2,sif_abtt_fixed,10,fixed,0.001,0.8555551551647992,0.8646304993263195,600,410
sentence-transformers/LaBSE,french,2,sif_abtt_optimal,5,train_sweep,0.001,0.8567800208135868,0.8552949346528985,600,410
sentence-transformers/LaBSE,french,2,whitening,0,none,0.001,0.8349395729584562,0.8221086220950279,600,410
sentence-transformers/LaBSE,french,2,variance_filter,0,none,0.001,0.7208053329194017,0.6824041771034473,600,410
sentence-transformers/LaBSE,french,3,baseline_mean,0,none,0.001,0.769516458954663,0.7425265450366341,600,410
sentence-transformers/LaBSE,french,3,sif_only,0,none,0.001,0.804857410793594,0.7885840480233881,600,410
sentence-transformers/LaBSE,french,3,sif_abtt_fixed,10,fixed,0.001,0.8596025338025326,0.8573739097835071,600,410
sentence-transformers/LaBSE,french,3,sif_abtt_optimal,10,train_sweep,0.001,0.8596025338025326,0.8573739097835071,600,410
sentence-transformers/LaBSE,french,3,whitening,0,none,0.001,0.831620399603081,0.8140248515758598,600,410
sentence-transformers/LaBSE,french,3,variance_filter,0,none,0.001,0.7638240491132653,0.7363167189056999,600,410
sentence-transformers/LaBSE,french,4,baseline_mean,0,none,0.001,0.7718899256429467,0.7461150622755737,600,410
sentence-transformers/LaBSE,french,4,sif_only,0,none,0.001,0.8046502156205102,0.7899790935760536,600,410
sentence-transformers/LaBSE,french,4,sif_abtt_fixed,10,fixed,0.001,0.8567833137929008,0.8598711371722542,600,410
sentence-transformers/LaBSE,french,4,sif_abtt_optimal,10,train_sweep,0.001,0.8567833137929008,0.8598711371722542,600,410
sentence-transformers/LaBSE,french,4,whitening,0,none,0.001,0.8244902221898368,0.8058691939498244,600,410
sentence-transformers/LaBSE,french,4,variance_filter,0,none,0.001,0.7665155802860344,0.7400309732297422,600,410
sentence-transformers/LaBSE,french,5,baseline_mean,0,none,0.001,0.7889350564286725,0.7710474279267461,600,410
sentence-transformers/LaBSE,french,5,sif_only,0,none,0.001,0.807614823891476,0.7995776343567791,600,410
sentence-transformers/LaBSE,french,5,sif_abtt_fixed,10,fixed,0.001,0.8555407022305429,0.8635429563192728,600,410
sentence-transformers/LaBSE,french,5,sif_abtt_optimal,2,train_sweep,0.001,0.8561837005265255,0.8631021358663724,600,410
sentence-transformers/LaBSE,french,5,whitening,0,none,0.001,0.8345910532739736,0.8236671345719158,600,410
sentence-transformers/LaBSE,french,5,variance_filter,0,none,0.001,0.7840570622743356,0.7633804283556355,600,410
sentence-transformers/LaBSE,french,6,baseline_mean,0,none,0.001,0.8109566232617503,0.7962507861868373,600,410
sentence-transformers/LaBSE,french,6,sif_only,0,none,0.001,0.8220777861125794,0.8109155817160373,600,410
sentence-transformers/LaBSE,french,6,sif_abtt_fixed,10,fixed,0.001,0.8584217224705936,0.8713764725706548,600,410
sentence-transformers/LaBSE,french,6,sif_abtt_optimal,2,train_sweep,0.001,0.8619499872146621,0.8732940720383318,600,410
sentence-transformers/LaBSE,french,6,whitening,0,none,0.001,0.827115363857201,0.8287314723308737,600,410
sentence-transformers/LaBSE,french,6,variance_filter,0,none,0.001,0.8059395018406268,0.7902025971264962,600,410
sentence-transformers/LaBSE,french,7,baseline_mean,0,none,0.001,0.800768006189719,0.7742334645031146,600,410
sentence-transformers/LaBSE,french,7,sif_only,0,none,0.001,0.8157613689425844,0.7971039336575524,600,410
sentence-transformers/LaBSE,french,7,sif_abtt_fixed,10,fixed,0.001,0.8593975934143141,0.8747814816313361,600,410
sentence-transformers/LaBSE,french,7,sif_abtt_optimal,2,train_sweep,0.001,0.8631476728127285,0.8728937697729384,600,410
sentence-transformers/LaBSE,french,7,whitening,0,none,0.001,0.836753590535873,0.8290638957402066,600,410
sentence-transformers/LaBSE,french,7,variance_filter,0,none,0.001,0.7978258094059688,0.7706127941218307,600,410
sentence-transformers/LaBSE,french,8,baseline_mean,0,none,0.001,0.7967926274554725,0.7682145531008431,600,410
sentence-transformers/LaBSE,french,8,sif_only,0,none,0.001,0.8018784124795256,0.7840295423399233,600,410
sentence-transformers/LaBSE,french,8,sif_abtt_fixed,10,fixed,0.001,0.8628494282337924,0.8803343031734445,600,410
sentence-transformers/LaBSE,french,8,sif_abtt_optimal,10,train_sweep,0.001,0.8628494282337924,0.8803343031734445,600,410
sentence-transformers/LaBSE,french,8,whitening,0,none,0.001,0.8359091597466102,0.839952134786079,600,410
sentence-transformers/LaBSE,french,8,variance_filter,0,none,0.001,0.7955711516972148,0.7665729129876502,600,410
sentence-transformers/LaBSE,french,9,baseline_mean,0,none,0.001,0.8290989849655291,0.8173554465889475,600,410
sentence-transformers/LaBSE,french,9,sif_only,0,none,0.001,0.8267728198774945,0.8203977089515809,600,410
sentence-transformers/LaBSE,french,9,sif_abtt_fixed,10,fixed,0.001,0.864020932307805,0.8827855228137964,600,410
sentence-transformers/LaBSE,french,9,sif_abtt_optimal,2,train_sweep,0.001,0.8713299934098251,0.8796299837979172,600,410
sentence-transformers/LaBSE,french,9,whitening,0,none,0.001,0.8588605608676662,0.8372901334348029,600,410
sentence-transformers/LaBSE,french,9,variance_filter,0,none,0.001,0.8287259985199618,0.8159221483818397,600,410
sentence-transformers/LaBSE,french,10,baseline_mean,0,none,0.001,0.8458990296581433,0.8299426611617325,600,410
sentence-transformers/LaBSE,french,10,sif_only,0,none,0.001,0.8427067251387164,0.8356480576421744,600,410
sentence-transformers/LaBSE,french,10,sif_abtt_fixed,10,fixed,0.001,0.865387905108145,0.8836054715115217,600,410
sentence-transformers/LaBSE,french,10,sif_abtt_optimal,2,train_sweep,0.001,0.876549909977037,0.8858043456227968,600,410
sentence-transformers/LaBSE,french,10,whitening,0,none,0.001,0.846693345003783,0.820877914825456,600,410
sentence-transformers/LaBSE,french,10,variance_filter,0,none,0.001,0.8466864609353182,0.8301977950391968,600,410
sentence-transformers/LaBSE,french,11,baseline_mean,0,none,0.001,0.8414565942824184,0.8138139827290485,600,410
sentence-transformers/LaBSE,french,11,sif_only,0,none,0.001,0.8664155364307975,0.8442623985779684,600,410
sentence-transformers/LaBSE,french,11,sif_abtt_fixed,10,fixed,0.001,0.8797659001420687,0.882833360415821,600,410
sentence-transformers/LaBSE,french,11,sif_abtt_optimal,1,train_sweep,0.001,0.8871048003814976,0.8858062626123132,600,410
sentence-transformers/LaBSE,french,11,whitening,0,none,0.001,0.8581233746064807,0.8378328157397373,600,410
sentence-transformers/LaBSE,french,11,variance_filter,0,none,0.001,0.8429381495541995,0.8171721998183507,600,410
sentence-transformers/LaBSE,french,12,baseline_mean,0,none,0.001,0.8883721729546109,0.8620545010956232,600,410
sentence-transformers/LaBSE,french,12,sif_only,0,none,0.001,0.8896388210312512,0.8670231636505319,600,410
sentence-transformers/LaBSE,french,12,sif_abtt_fixed,10,fixed,0.001,0.8846780667044679,0.8809115784255626,600,410
sentence-transformers/LaBSE,french,12,sif_abtt_optimal,3,train_sweep,0.001,0.8933424215040771,0.8870596252125343,600,410
sentence-transformers/LaBSE,french,12,whitening,0,none,0.001,0.8388227282547082,0.8310215777159552,600,410
sentence-transformers/LaBSE,french,12,variance_filter,0,none,0.001,0.8909444017920175,0.8654010419760522,600,410
