sentence_1,sentence_2,similarity,split
"À partir de 2006, les populations légales des communes sont publiées annuellement par l'Insee.","Cébazat est traversé par le Bédat (qui prend sa source dans les côtes de Clermont, à Chanat-La-Mouteyre) et va se jeter dans la Morge qui va à son tour se jeter dans l'Allier à Puy-Guillaume, et d'un bief communal.",0.0,train
"Adoptant la forme d'une petite bouteille, le biberon est fabriqué à partir d'un verre ou d'un plastique résistant à la stérilisation ; il est muni d'une tétine en caoutchouc, percée d'un orifice par où s'écoule le lait (ou un autre liquide).","Il est la plupart du temps constitué d'une sorte de bouteille sans goulot, en verre gradué (pour voir combien boit le bébé), et une tétine amovible en silicone ou en caoutchouc.",2.8,test
"Adoptant la forme d'une petite bouteille, le biberon est fabriqué à partir d'un verre ou d'un plastique résistant à la stérilisation ; il est muni d'une tétine en caoutchouc, percée d'un orifice par où s'écoule le lait (ou un autre liquide).","La tétine est généralement percée d'un petit trou qui fait que, lorsque le bébé tète, la tétine envoie par petites quantités et régulièrement le contenu du biberon.",2.8,train
"Afin que cette réserve joue pleinement son rôle, les communautés locales se sont engagées à ne plus chasser les bonobos – c'est la principale menace qui pèse sur l'espèce – en échange d'une aide au développement.",Il est menacé par le braconnage et la déforestation.,0.7,test
"Ainsi, compte tenu des données disponibles, il est préférable par mesure de prudence d'éviter d'utiliser la clindamycine au cours du premier trimestre de grossesse.",Il est préférable par mesure de prudence de ne pas utiliser ce médicament au cours du premier trimestre de grossesse.,3.8,test
"Ainsi, les ultrasons pourraient fournir une alternative prometteuse à la radiographie pulmonaire pour confirmer le placement de la sonde, en particulier dans des contextes où des services de radiographie ne sont pas disponibles ou difficiles d'accès.","Par conséquent, les ultrasons pourraient être une alternative prometteuse à la radiographie pulmonaire pour confirmer le placement des sondes, en particulier lorsque les services de radiographie ne sont pas disponibles ou difficiles d'accès.",4.8,test
"Almaty (en kazakh et en russe : Алматы), appelée Alma-Ata pendant la période soviétique, est la principale ville du Kazakhstan.","Almaty s'appelait, pendant la période soviétique, Alma-Ata.",2.9,test
Almaty compte de nombreuses salles de spectacle et musées dont les suivants :,Le nom de la ville signifie « riche en pommes ».,0.0,test
Almaty devient alors la capitale du Kazakhstan indépendant.,"La ville a été la capitale du Kazakhstan jusqu'en 1997, date à laquelle elle est remplacée par Astana.",1.5,train
Anticoagulants pour prévenir l'accident vasculaire cérébral (AVC) chez les patients atteints de fibrillation auriculaire non rhumatismale et ayant des antécédents d'AVC ou d'accident ischémique transitoire (AIT).,Les anticoagulants sont bénéfiques et sûrs pour prévenir un deuxième AVC chez les personnes atteintes de fibrillation auriculaire non rhumatismale et récemment victimes d'une ischémie cérébrale.,3.8,train
"Antoine le Grand, également connu comme Antoine d'Égypte, Antoine l'Ermite, ou encore Antoine du désert, est considéré comme le fondateur de l'érémitisme chrétien.",Antoine le Grand ou Antoine d'Égypte est considéré comme le fondateur du monachisme chrétien.,2.4,test
"Appartenant historiquement à la Picardie, Boulogne-sur-Mer est rattachée au département du Pas-de-Calais, puis à la région Nord-Pas-de-Calais au XXe siècle et, depuis 2016, à la région Hauts-de-France.","Boulogne-sur-Mer est une ville portuaire du nord de la France, dans le département du Pas-de-Calais, région Hauts-de-France.",2.9,test
"Appliquer la totalité du contenu d'un tube de gel (20 ml) sur toute la surface du corps y compris le cuir chevelu, éventuellement à l'aide d'un gant humide.",- Appliquer la totalité du contenu d'un tube de gel (20 g) sur toute la surface du corps y compris le cuir chevelu éventuellement à l'aide d'un gant humide.,4.8,test
"Après inspection, elles ont toutes été exclues.","La recherche a été effectuée le 15 novembre 2012 et a entraîné l'identification de quatre études potentielles, mais aucune n'a pu être incluse.",1.5,train
"Après l'extraction, les cadres peuvent être posés à une trentaine de mètres du rucher, afin que les abeilles récupèrent le miel qui a résisté à l'extraction.","Une fois les cadres remplis de miel prélevés et sans abeilles, ils sont transportés pour les opérations suivantes et l'extraction du miel.",1.5,train
"Après leur premier triomphe de 1916, en 1919 les Canadiens vivent une deuxième présence en finale de la Coupe Stanley.","En 1915-16, les Canadiens de Montréal ont gagné leur première coupe Stanley.",2.7,test
"Après plusieurs tentatives non concluantes avec le caoutchouc, les essais vont se recentrer sur le verre.",Il faut attendre le XVIIe pour que les biberons deviennent en verre.,1.2,train
"Aristocratie : du grec aristokratia (aristos, excellent, le meilleur, le plus brave et kratos, pouvoir).","Aristocratie est une forme de gouvernement dans lequel le pouvoir est détenu par un petit groupe de personnes, les plus puissants.",1.2,train
"Aristocratie : du grec aristokratia (aristos, excellent, le meilleur, le plus brave et kratos, pouvoir).",Aristocratie veut dire le gouvernement des meilleurs.,2.4,train
"Au contraire, il indique que l'eau de mer en petites quantités peut prolonger la survie si elle est accompagnée, à défaut d'eau de pluie, de l'absorption des liquides présents dans le corps des poissons.","Pour prouver qu'on pouvait vivre sans eau ni nourriture, il traversa en solitaire l'Atlantique sans autres ressources que les poissons, le plancton, l'eau de pluie et de petites quantités d'eau de mer durant 65 jours.",1.5,test
"Au début des années 1960, le trophée fut acquis et restauré par les Canadiens pour être décerné au joueur le plus utile de la saison.","En 1915-16, les Canadiens de Montréal ont gagné leur première coupe Stanley.",0.2,test
"Au minimum, la tenue comporte une coiffe grillagée qui entoure la tête et la protège, mais certains apiculteurs utilisent des vareuses (qui protègent le haut du corps) ou des combinaisons intégrales.","Pour pouvoir intervenir sur une ruche (récolte ou simple visite), l'apiculteur s'habille d'un vêtement protecteur, notamment avec un voile devant le visage.",2.6,train
"Au minimum, la tenue comporte une coiffe grillagée qui entoure la tête et la protège, mais certains apiculteurs utilisent des vareuses (qui protègent le haut du corps) ou des combinaisons intégrales.","Un certain nombre d'apiculteurs interviennent mains ou bras nus, mais avec une protection au niveau de la tête.",1.8,test
"Au moyen d'un stylet appelé « picking », l'éleveur dépose de jeunes larves (jusqu'à trois jours) dans les cupules.","Par exemple, les essaims qui sortent d'une ruche au printemps pour s'installer dans un nouvel emplacement sont très peu agressifs.",0.2,train
"Aucun Acadien n'a survécu dans l'île et le groupe de 193 personnes décide donc de s'établir en février 1765 à La Nouvelle-Orléans, en Louisiane, alors une colonie espagnole mais toujours sous le contrôle du gouverneur français Charles Philippe Aubry.","Les Cadiens, que l'on peut aussi appeler Cajuns, forment un groupe ethnique rassemblant les descendants des Acadiens d'Acadie qui ont été déportés au XVIIIe siècle en provenance de ce qui est aujourd'hui la Nouvelle-Écosse, l'Île-du-Prince-Édouard et le sud du Nouveau-Brunswick (États du Canada), en raison de leur refus d'obéir aux britanniques qui avaient alors conquis le Canada.",0.8,train
"Aucun des essais n'a évalué nos principaux critères de jugement prédéfinis, soit la santé bucco-dentaire et la qualité de vie bucco-dentaire liée à la santé.","Aucune étude n'a évalué la santé bucco-dentaire, la qualité de vie bucco-dentaire liée à la santé ou les événements indésirables.",3.8,test
"Aucun effet indésirable de la supplémentation en vitamine a n'a été signalé, mais il a été noté que les injections intramusculaires de vitamine a étaient douloureuses.","Aucun effet indésirable de la supplémentation en vitamine a n'a été signalé, mais il a été noté que les injections intramusculaires de vitamine a étaient douloureuses.",4.9,train
Aucun essai étudiant les effets bénéfiques potentiels des hormones oestrogènes chez les femmes atteintes d'athérosclérose des membres inférieurs n'était disponible.,Aucun essai n'a étudié les oestrogènes chez les femmes atteintes d'athérosclérose des membres inférieurs.,3.8,test
Aucune preuve n'indique que les agents gonflants sont efficaces dans le traitement du SCI.,Nous avons observé que les agents gonflants n'étaient pas efficaces dans le traitement du SCI.,4.5,train
"Aujourd'hui château-musée, il comporte des collections variées : masques d'Alaska, cinquième collection mondiale d'antiquités égyptiennes (après le musée du Caire, le British Museum, le Louvre et le musée des Antiquités égyptiennes de Turin), objets d'Afrique et d'Océanie, sculptures romaines et médiévales, tableaux de Georges Mathieu.","Le château fort abrite un musée à vocation régionale, qui conserve d'anciennes collections particulières d'objets antiques (une momie égyptienne, des vases grecs antiques) et aussi une collection unique de masques amérindiens de l'île Kodiak, en Alaska.",2.2,test
"Autrefois, la récolte du miel nécessitait de chasser les abeilles et de détruire la ruche (pressage des rayons).","Quant au mot ruche, il désigne soit seulement le logement des abeilles, soit ce logement et la colonie qui l'occupe.",0.4,test
"Autrefois, la récolte du miel nécessitait de chasser les abeilles et de détruire la ruche (pressage des rayons).","Une fois les cadres remplis de miel prélevés et sans abeilles, ils sont transportés pour les opérations suivantes et l'extraction du miel.",0.7,train
"Avec la mondialisation qui n'épargne pas le monde de l'apiculture, notamment par les exportations de reines et d'essaims, on peut craindre son arrivée en Europe.","Les cadres tournent rapidement, ce qui permet d'en éjecter le miel.",0.0,train
"Avec ses 24 Coupes Stanley, la franchise est l'équipe la plus titrée de toute l'histoire de la LNH, loin devant les Maple Leafs de Toronto au deuxième rang, avec une récolte de 13 Coupes Stanley.",Depuis plus de 100 ans les Canadiens de Montréal sont une des meilleures équipes dans LNH.,1.6,train
"Ayant des terres à cultiver, il prend l'Évangile à la lettre (Mt 19,21), à l'âge de vingt ans, et distribue tous ses biens aux pauvres, après avoir installé sa sœur selon ses vœux dans une communauté féminine comme « vierge consacrée », puis il commence sa vie d'anachorète dans un lieu isolé près d'un de ses champs.","Les religieux ayant adopté le mode de vie solitaire de saint Antoine sont appelés anachorètes, s'opposant aux cénobites qui choisissent la vie dans les communautés monastiques.",0.3,train
"Ayant des terres à cultiver, il prend l'Évangile à la lettre (Mt 19,21), à l'âge de vingt ans, et distribue tous ses biens aux pauvres, après avoir installé sa sœur selon ses vœux dans une communauté féminine comme « vierge consacrée », puis il commence sa vie d'anachorète dans un lieu isolé près d'un de ses champs.","Né en Égypte, dans le Fayoum, ce fervent chrétien prend l'Évangile à la lettre et distribue tous ses biens aux pauvres, avant de partir dans le désert et vivre en ermite.",2.1,train
"Beaucoup d'apiculteurs récoltent le miel plusieurs fois dans l'année, notamment après chaque floraison dominante (châtaigner, colza, tournesol) pour séparer les miels.","Celui qui est produit fin juillet sera un miel « toutes fleurs », le miel de début septembre sera un miel de tournesol ou de lavande.",1.7,train
"Beaucoup d'apiculteurs récoltent le miel plusieurs fois dans l'année, notamment après chaque floraison dominante (châtaigner, colza, tournesol) pour séparer les miels.","D'autre part, lorsqu'il y a une floraison importante comme le romarin, le châtaignier, l'acacia ou la lavande, les abeilles vont aller principalement sur cette fleur pendant cette période.",0.9,test
"Beaucoup d'apiculteurs récoltent le miel plusieurs fois dans l'année, notamment après chaque floraison dominante (châtaigner, colza, tournesol) pour séparer les miels.","Les autres plantes mellifères sont l'aubépine, la bruyère, le lierre, la luzerne, le mélilot, la reine-marguerite, la ronce, le sainfoin, le sarrasin, le tilleul, le trèfle blanc et la plupart des légumineuses.",0.5,train
"Beaucoup d'apiculteurs récoltent le miel plusieurs fois dans l'année, notamment après chaque floraison dominante (châtaigner, colza, tournesol) pour séparer les miels.","Le travail de l'apiculteur consiste à fournir aux colonies d'abeilles un logement adapté (la ruche), dans lequel elles peuvent construire des rayons de cire ; et à récolter une partie du miel qu'elle produisent.",0.9,train
"Beaucoup d'apiculteurs récoltent le miel plusieurs fois dans l'année, notamment après chaque floraison dominante (châtaigner, colza, tournesol) pour séparer les miels.","Si l'apiculteur récolte le miel peu de temps après, il sera caractéristique de cette fleur.",1.9,test
Bernard Kouchner déclare le 16 septembre 2007 que la crise du nucléaire iranien impose de « se préparer au pire » qui est « la guerre ».,"« Nous devons nous préparer au pire, et le pire, c'est la guerre ».",2.5,train
Bien se laver les mains après chaque utilisation (sauf en cas d'auto-application pour arthrose digitale douloureuse).,"Bien se laver les mains après chaque utilisation, sauf en cas d'application par vous-même dans le cadre d'une arthrose douloureuse des doigts.",4.9,test
Bombard n'a jamais soutenu que la survie de l'être humain est possible uniquement en buvant de l'eau de mer.,"Pour prouver qu'on pouvait vivre sans eau ni nourriture, il traversa en solitaire l'Atlantique sans autres ressources que les poissons, le plancton, l'eau de pluie et de petites quantités d'eau de mer durant 65 jours.",0.2,train
"Boris Fiodorovitch Godounov, en russe : Бори́с Фёдорович Годуно́в (v.1551–Moscou, 13 avril 1605), gouverne la Russie à partir de 1594 à la place de Féodor Ier, le fils d'Ivan le Terrible, et devient tsar de Russie de 1598 à sa mort subite en avril 1605.",Boris Godounov est un monarque russe qui régna de 1598 jusqu'à sa mort en 1605 sur la Russie.,2.9,train
"Boris Fiodorovitch Godounov, en russe : Бори́с Фёдорович Годуно́в (v.1551–Moscou, 13 avril 1605), gouverne la Russie à partir de 1594 à la place de Féodor Ier, le fils d'Ivan le Terrible, et devient tsar de Russie de 1598 à sa mort subite en avril 1605.",Il devient tsar de Russie en 1598.,1.9,test
"Boris Fiodorovitch Godounov, en russe : Бори́с Фёдорович Годуно́в (v.1551–Moscou, 13 avril 1605), gouverne la Russie à partir de 1594 à la place de Féodor Ier, le fils d'Ivan le Terrible, et devient tsar de Russie de 1598 à sa mort subite en avril 1605.","Il est né en 1551 à Viazma et mort le 13 avril 1605 à Moscou, en Russie.",2.1,test
"Boris Fiodorovitch Godounov, en russe : Бори́с Фёдорович Годуно́в (v.1551–Moscou, 13 avril 1605), gouverne la Russie à partir de 1594 à la place de Féodor Ier, le fils d'Ivan le Terrible, et devient tsar de Russie de 1598 à sa mort subite en avril 1605.","Légèrement handicapé mental, Fédor Ier est incapable de gouverner ; c'est donc son beau-frère Boris Godounov qui, pendant toute la durée de son règne, dirige en réalité la Russie.",1.2,train
"Boris Godounov commence par être chambellan d'Ivan le Terrible, commandant de la garde du palais puis, à partir de 1588 exerce la régence pour Fédor Ier, fils de ce dernier, et son beau-frère.","Légèrement handicapé mental, Fédor Ier est incapable de gouverner ; c'est donc son beau-frère Boris Godounov qui, pendant toute la durée de son règne, dirige en réalité la Russie.",1.3,train
Boris Godounov est arrière-petit-fils de Zacharie Godounov et fils de Théodore Ivanovitch Godounov.,Boris Godounov est le fils du boïard Fédor Godounov.,0.8,train
"C'est à la fin du XVIIe, mais surtout au début du XIXe siècle que le verre se généralise dans le domaine de l'allaitement artificiel.",Il faut attendre le XVIIe pour que les biberons deviennent en verre.,2.4,train
"C'est ainsi que vers 1952, le Grand Club est associé à quelque cinquante équipes juniors au Canada et aux États-Unis, et a accès à environ 1 500 jeunes joueurs prometteurs.","Le 1er novembre 1959 Jacques Plante, devient le premier gardien de but de la LNH a porté un masque protecteur à chaque partie.",0.0,test
C'est au début des années 1950 que les biberons vont s'enrichir d'une innovation qui perdure encore aujourd'hui : le système à bague vissée.,"C'est en 1950 seulement que la tétine vissable fut inventée : le biberon de forme hexagonale, contient une sorte de vis pour pouvoir visser le biberon.",4.0,train
"C'est de ce latex, une fois séché, que l'on extrait la morphine qui sert de base à l'héroïne.","C'est de cette substance qu'on extrait la morphine, dont est dérivée l'héroïne.",3.2,test
"C'est en partie à cause des liens qui se tissèrent entre les francophones et les anglophones irlandais qu'il fut possible à des joueurs francophones d'incorporer les rangs de certaines équipes, comme les Shamrocks de Montréal, équipe qui militait en faveur d'une équipe francophone dans les rangs du hockey senior.",Depuis plus de 100 ans les Canadiens de Montréal sont une des meilleures équipes dans LNH.,0.2,train
"C'est pourtant un progrès indéniable en termes d'hygiène, preuve que cette préoccupation n'est pas encore d'actualité.",Le bébé boit ainsi sans danger.,0.2,test
"C'est une activité où se rencontrent encore aujourd'hui des méthodes ancestrales comme la récolte du miel par pressage des rayons, mais aussi des méthodes modernes comme l'extraction par force centrifuge, l'insémination artificielle, ou l'étude du trajet d'abeilles équipées de microréflecteurs radar.","En plus de cela, il y a un certain nombre de travaux, qui ne sont pas tous obligatoires.",0.0,test
"Caudry est située dans la région Hauts-de-France, dans le sud du département du Nord.","Caudry est une commune française peuplée d'environ 14 000 habitants, située dans le sud du département du Nord et de la région Hauts-de-France.",3.8,test
Caudry est une commune française d'environ 15 000 habitants située dans le sud du département du Nord en région Hauts-de-France.,"Caudry est une commune française peuplée d'environ 14 000 habitants, située dans le sud du département du Nord et de la région Hauts-de-France.",4.2,test
"Ce fluide est ensuite utilisé pour actionner une turbine d'un générateur, afin de produire l'électricité.","Une centrale géothermique produit de l'électricité grâce à la chaleur de la Terre (énergie géothermique), chaleur transformant l'eau des nappes souterraines en vapeur et faisant tourner une turbine et un alternateur.",1.4,train
"Ce groupe serait effectivement composé de Georges Vézina, Newsy Lalonde, Joe Malone, Howie Morenz, Aurèle Joliat, Hector « Toe » Blake, Bill Durnan, Jacques Plante et Doug Harvey.","Les plus connus sont Georges Vézina, Jacques Plantes, Maurice Richard, Henri Richard, Larry Robinson, Guy Lafleur, Bob Gainey, Ken Dryden, Guy Carbonneau, Patrick Roy, Saku Koivu, Chris Chelios, Chris Nilan, Alex Kovalev.",2.6,train
Ce médicament contient du propylèneglycol et peut provoquer des irritations cutanées.,- Ce médicament contient du propylèneglycol et peut induire des irritations de la peau.,4.8,test
Ce médicament fait l'objet d'une surveillance supplémentaire qui permettra l'identification rapide de nouvelles informations relatives à la sécurité.,Ce médicament fait l'objet d'une surveillance supplémentaire qui permettra l'identification rapide de nouvelles informations relatives à la sécurité.,5.0,test
Ce médicament ne doit jamais être utilisé dans les situations suivantes.,"Ne prenez jamais bromazepam arrow 1,5 mg, comprimé dans les cas suivants.",3.4,test
Ce médicament ne doit jamais être utilisé dans les situations suivantes.,"Ne prenez jamais veratran 5 mg, comprimé dans les cas suivants.",3.4,test
Ce médicament ne doit jamais être utilisé.,"Ne prenez jamais dalacine 900 mg, solution injectable.",3.5,train
Ce produit peut provoquer un syndrome de sevrage opiacé s'il est administré à un toxicomane moins de 4 heures après la dernière prise de stupéfiant.,"Ce produit peut entraîner un syndrome de sevrage s'il est administré moins de 4 heures après la prise d'un stupéfiant (morphine, héroïne ou produits apparentés).",4.0,test
"Ce tronc, rapporté de la forêt, permettait d'avoir des ruches près des habitations.","L'apiculture est souvent pratiquée comme un loisir ou une activité annexe, mais c'est aussi un vrai métier.",0.0,train
"Cela passe par la protection générale contre le climat et les intrusions, par le nourrissage et les traitements anti-parasitaires.",Donner une nourriture d'appoint (en complément) aux abeilles l'hiver ou au début du printemps.,0.0,train
"Cela passe par la protection générale contre le climat et les intrusions, par le nourrissage et les traitements anti-parasitaires.","Un apiculteur observe en général la bonne santé des ruches, et peut appliquer des traitements ou prendre des mesures en fonction de cela.",1.1,test
"Cela passe par la protection générale contre le climat et les intrusions, par le nourrissage et les traitements anti-parasitaires.",Un temps orageux et des floraisons rares (en fin d'été et en cas de sécheresse par exemple) augmentent aussi leur agressivité.,0.3,train
"Cela représente 2,6 % des apiculteurs et près de 50 % des ruches en France.","Cette feuille de cire est en général soudée à un fil de fer fin, qui le cadre plus solide pour les manipulations et l'extraction.",0.0,train
"Cela représente 2,6 % des apiculteurs et près de 50 % des ruches en France.",Un apiculteur professionnel possède en France de 200 à 1000 ruches environ.,0.2,test
Cellule construite par les ouvrières pour la production d'une reine dans les ruches orphelines.,"Il est composé d'une reine, de plusieurs milliers d'ouvrières et d'un nombre de mâles appelés faux-bourdons, variable selon la saison.",0.8,train
Celui-ci occupait à cette époque le poste de recruteur et devenait le plus jeune entraîneur en poste.,"En 1993, les Canadiens remportent leur 24e coupe Stanley.",0.0,train
"Centre national de la mer, Nausicaá a déjà accueilli plus de quinze millions de visiteurs.",Elle occupe les limites d'un ancien camp romain qui faisait face à celui de Douvres.,0.0,test
"Cependant, certaines personnes peuvent avoir des calculs du cholédoque, en dépit d'un résultat négatif au test par CPRE ou CPO.",Certaines personnes peuvent toutefois avoir des calculs cholédociens en dépit d'un résultat négatif au test par CPRE ou CPO.,4.8,train
"Cependant, dans certaines études épidémiologiques cas-témoins, une augmentation de la survenue de fentes labio-palatines a été observée avec les benzodiazépines.","Cependant, certaines études ont décrit un risque potentiellement augmenté de survenue de fente labio-palatine chez le nouveau-né par rapport au risque présent dans la population générale.",4.2,test
"Cependant, l'ampleur de ce bénéfice doit être considérée en prenant en compte les effets secondaires potentiels, la médicalisation d'une affection guérissant d'elle-même, la résistance accrue aux pathogènes respiratoires, et le coût du traitement antibiotique.","Le recours aux antibiotiques doit être évalué en considérant les effets secondaires potentiels, la médicalisation d'une affection guérissant d'elle-même, le coût du traitement antibiotique, et en particulier les effets délétères associés au niveau de la population en raison d'une augmentation de la résistance aux antibiotiques.",3.7,test
"Cependant, les essais démontrent que les femmes habitant dans des zones où elles ne sont pas bien informées à propos de l'accouchement à domicile peuvent apprécier des essais bien conçus au plan éthique qui garantiraient un choix éclairé.",Ces données n'ont pas permis de tirer des conclusions si ce n'est que les femmes habitant dans des zones où elles ne sont pas bien informées à propos de l'accouchement à domicile peuvent apprécier des essais bien conçus au plan éthique qui garantiraient un choix éclairé.,4.2,train
"Cependant, les médicaments thrombolytiques peuvent également entraîner de graves saignements dans le cerveau, lesquels peuvent être fatals.","Cependant, les médicaments thrombolytiques peuvent également entraîner de graves saignements dans le cerveau, lesquels peuvent être mortels.",4.8,train
Certains apiculteurs sélectionnent leurs reines afin de favoriser au mieux la production.,"Il est composé d'une reine, de plusieurs milliers d'ouvrières et d'un nombre de mâles appelés faux-bourdons, variable selon la saison.",0.4,test
Certains apiculteurs sélectionnent leurs reines afin de favoriser au mieux la production.,"S'il n'y a aucun couvain d'ouvrières, c'est que la reine est morte ou stérile, donc que la colonie est en danger.",0.2,test
Ces conclusions sont hésitantes et les lacunes de la recherche actuelle ne devraient pas être interprétées comme une preuve de l'inefficacité de la PCMD.,Les lacunes de la recherche actuelle ne devraient pas être interprétées comme une preuve de l'inefficacité de la PCMD.,4.4,test
Ces échanges facilitent aussi la propagation des maladies entre les ruchers.,"Le travail de l'apiculteur consiste à fournir aux colonies d'abeilles un logement adapté (la ruche), dans lequel elles peuvent construire des rayons de cire ; et à récolter une partie du miel qu'elle produisent.",0.0,train
Ces échanges facilitent aussi la propagation des maladies entre les ruchers.,"Mais étant piqué de temps en temps, son corps s'est en général accoutumé : une piqûre est alors toujours douloureuse, mais il n'enflera pas et la douleur pourra passer en quelques minutes.",0.0,test
"Ces essais ont exclu toute augmentation cliniquement importante du nombre d'exacerbations de l'asthme dans les deux semaines suivant la vaccination contre la grippe (différence de risques 0,014).","Ces études ont exclu la probabilité que plus de quatre personnes sur 100 fasse une crise d'asthme secondaire au vaccin, dans les deux premières semaines suivant leur vaccination contre la grippe.",4.1,train
"Ces feuilles sont fixées au centre des cadres des ruches modernes et servent de base aux abeilles, qui construisent leurs alvéoles en respectant ce motif.","C'est une feuille de cire dite gauffrée, puisqu'elle a été moulée avec le même dessin que celui du fond des rayons que les abeilles construisent d'elles-mêmes.",2.8,test
"Ces feuilles sont fixées au centre des cadres des ruches modernes et servent de base aux abeilles, qui construisent leurs alvéoles en respectant ce motif.","Les abeilles vont ensuite construire leurs alvéoles à partir de cette feuille ; celle-ci doit être bien fixée à la barre du haut du cadre, mais elle peut ne faire que la moitié de la hauteur du cadre, étant donné que les abeilles construisent naturellement leurs rayons en commençant par le haut (où ils sont accrochés, et qu'elles sont capables de prolonger la construction vers le bas).",1.7,train
"Ces feuilles sont fixées au centre des cadres des ruches modernes et servent de base aux abeilles, qui construisent leurs alvéoles en respectant ce motif.","Les ruches modernes contiennent des cadres faits pour contenir chacun un rayon de cire, ce qui permet de les retirer facilement pour les observer, les échanger ou en extraire le miel.",0.6,train
Ces outils peuvent permettre de dupliquer facilement cette nouvelle pratique de l'apiculture dans de nombreuses métropoles européennes.,"Les cadres tournent rapidement, ce qui permet d'en éjecter le miel.",0.0,test
"Ces réserves sont consommées quand les abeilles ne peuvent aller se nourrir à l'extérieur (intempéries, hiver, absence de floraison...).",Donner une nourriture d'appoint (en complément) aux abeilles l'hiver ou au début du printemps.,1.3,test
"Ces réserves sont consommées quand les abeilles ne peuvent aller se nourrir à l'extérieur (intempéries, hiver, absence de floraison...).","Il veille également à la quantité de nourriture disponible à chaque ruche (quantité de miel dans les rayons), surtout l'hiver.",1.3,test
César aurait pu installer son camp à l'emplacement actuel de la vieille ville.,Elle occupe les limites d'un ancien camp romain qui faisait face à celui de Douvres.,0.6,test
"Cet aréna a été détruit par le feu en 1919, dû à un problème électrique, et ne fut jamais reconstruit.",Le 13 mars 1945 le légendaire Maurice Richard devient le premier joueur de la LNH a compté 50 buts en 50 parties.,0.0,test
Cet état peut entraîner à l'arrêt du traitement un phénomène de sevrage.,Arrêter brutalement ce traitement peut provoquer l'apparition d'un phénomène de sevrage.,4.3,train
Cette construction témoigne de l'importance que les Romains attachaient à ce site portuaire.,"Le port est industriel, d'importance régionale.",0.4,test
"Cette époque est d'abord illustrée par les noms de Jan Swammerdam, Giacomo Filippo Maraldi, Ferchault de Réaumur, John Hunter, François Huber et Lazzaro Spallanzani.","Certains insecticides très puissants ne se contentent pas de supprimer les insectes qui menacent les plantations, mais tuent également tous les insectes du voisinage, même les plus utiles.",0.0,test
Cette page d'homonymie répertorie les différents sujets et articles partageant un même nom.,Cette page d'homonymie liste les différents sujets ou articles partageant un même nom.,4.8,train
Cette période comprend les saisons depuis l'expansion de la LNH en 1967.,"Le 1er novembre 1959 Jacques Plante, devient le premier gardien de but de la LNH a porté un masque protecteur à chaque partie.",0.2,test
